instruction,input,output
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2021-11..2022-10"", ""mat_sales_cr"": 11.745, ""yoy"": 0.0419, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3224, ""mat_cr"": 3.7865381759999996}, {""brand"": ""Splash"", ""share"": 0.2736, ""mat_cr"": 3.213300454}, {""brand"": ""Hydra"", ""share"": 0.2287, ""mat_cr"": 2.6856045419999997}, {""brand"": ""Quench"", ""share"": 0.1754, ""mat_cr"": 2.059945295}], ""top_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0611}, {""brand"": ""Quench"", ""yoy"": 0.0539}, {""brand"": ""Fizz"", ""yoy"": 0.0404}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0207}, {""brand"": ""Fizz"", ""yoy"": 0.0404}, {""brand"": ""Quench"", ""yoy"": 0.0539}], ""lead_share_pp_delta"": -0.0005}",,"• The beverages market in India up by 4.2% YoY Nov 2021–Oct 2022.
• Fizz maintains 32.2% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2021-11..2022-10"", ""mat_sales_cr"": 11.745, ""yoy"": 0.0419, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3224, ""mat_cr"": 3.7865381759999996}, {""brand"": ""Splash"", ""share"": 0.2736, ""mat_cr"": 3.213300454}, {""brand"": ""Hydra"", ""share"": 0.2287, ""mat_cr"": 2.6856045419999997}, {""brand"": ""Quench"", ""share"": 0.1754, ""mat_cr"": 2.059945295}], ""top_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0611}, {""brand"": ""Quench"", ""yoy"": 0.0539}, {""brand"": ""Fizz"", ""yoy"": 0.0404}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0207}, {""brand"": ""Fizz"", ""yoy"": 0.0404}, {""brand"": ""Quench"", ""yoy"": 0.0539}], ""lead_share_pp_delta"": -0.0005}",,"• In India beverages inched up 4.2% Nov 2021–Oct 2022.
• Fizz maintains 32.2% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2021-11..2022-10"", ""mat_sales_cr"": 11.745, ""yoy"": 0.0419, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3224, ""mat_cr"": 3.7865381759999996}, {""brand"": ""Splash"", ""share"": 0.2736, ""mat_cr"": 3.213300454}, {""brand"": ""Hydra"", ""share"": 0.2287, ""mat_cr"": 2.6856045419999997}, {""brand"": ""Quench"", ""share"": 0.1754, ""mat_cr"": 2.059945295}], ""top_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0611}, {""brand"": ""Quench"", ""yoy"": 0.0539}, {""brand"": ""Fizz"", ""yoy"": 0.0404}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0207}, {""brand"": ""Fizz"", ""yoy"": 0.0404}, {""brand"": ""Quench"", ""yoy"": 0.0539}], ""lead_share_pp_delta"": -0.0005}",,"• Across India, beverages growing 4.2% YoY Nov 2021–Oct 2022.
• Fizz holds 32.2% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.471, ""mat_cr_b"": 1.05, ""share_a"": 0.2646, ""share_b"": 0.1888, ""yoy_a"": 0.0285, ""yoy_b"": 0.0198}",,"• The biscuits market in India, Beta leads over Delta: share 26.5% vs 18.9%; YoY 2.9% vs 2.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.471, ""mat_cr_b"": 1.05, ""share_a"": 0.2646, ""share_b"": 0.1888, ""yoy_a"": 0.0285, ""yoy_b"": 0.0198}",,"• In India biscuits, Beta leads over Delta: share 26.5% vs 18.9%; YoY 2.9% vs 2.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.471, ""mat_cr_b"": 1.05, ""share_a"": 0.2646, ""share_b"": 0.1888, ""yoy_a"": 0.0285, ""yoy_b"": 0.0198}",,"• Across India, biscuits, Beta leads over Delta: share 26.5% vs 18.9%; YoY 2.9% vs 2.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Splash"", ""mat_cr_a"": 4.011, ""mat_cr_b"": 3.422, ""share_a"": 0.3251, ""share_b"": 0.2773, ""yoy_a"": 0.0516, ""yoy_b"": 0.0619}",,"• The beverages market in India, Fizz has a narrow lead over Splash: share 32.5% vs 27.7%; YoY 5.2% vs 6.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Splash"", ""mat_cr_a"": 4.011, ""mat_cr_b"": 3.422, ""share_a"": 0.3251, ""share_b"": 0.2773, ""yoy_a"": 0.0516, ""yoy_b"": 0.0619}",,"• In India beverages, Fizz has a narrow lead over Splash: share 32.5% vs 27.7%; YoY 5.2% vs 6.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Splash"", ""mat_cr_a"": 4.011, ""mat_cr_b"": 3.422, ""share_a"": 0.3251, ""share_b"": 0.2773, ""yoy_a"": 0.0516, ""yoy_b"": 0.0619}",,"• Across India, beverages, Fizz edges past Splash: share 32.5% vs 27.7%; YoY 5.2% vs 6.2%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2022-01..2022-06"", ""ytd_sales_cr"": 6.412, ""yoy"": 0.064, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3213, ""ytd_cr"": 2.060065842}, {""brand"": ""Splash"", ""share"": 0.2741, ""ytd_cr"": 1.757419526}, {""brand"": ""Hydra"", ""share"": 0.2275, ""ytd_cr"": 1.458679154}, {""brand"": ""Quench"", ""share"": 0.1772, ""ytd_cr"": 1.1359533}]}",,"• The beverages market in India totaled ₹6.41 Cr up 6.4% YoY Jan–Jun 2022 (YTD).
• Fizz holds 32.1% share, contributing ₹2.06 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2022-01..2022-06"", ""ytd_sales_cr"": 6.412, ""yoy"": 0.064, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3213, ""ytd_cr"": 2.060065842}, {""brand"": ""Splash"", ""share"": 0.2741, ""ytd_cr"": 1.757419526}, {""brand"": ""Hydra"", ""share"": 0.2275, ""ytd_cr"": 1.458679154}, {""brand"": ""Quench"", ""share"": 0.1772, ""ytd_cr"": 1.1359533}]}",,"• In India beverages totaled ₹6.41 Cr up 6.4% YoY Jan–Jun 2022 (YTD).
• Fizz maintains 32.1% share, contributing ₹2.06 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2022-01..2022-06"", ""ytd_sales_cr"": 6.412, ""yoy"": 0.064, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3213, ""ytd_cr"": 2.060065842}, {""brand"": ""Splash"", ""share"": 0.2741, ""ytd_cr"": 1.757419526}, {""brand"": ""Hydra"", ""share"": 0.2275, ""ytd_cr"": 1.458679154}, {""brand"": ""Quench"", ""share"": 0.1772, ""ytd_cr"": 1.1359533}]}",,"• Across India, beverages inched up 6.4% reaching ₹6.41 Cr Jan–Jun 2022 (YTD).
• Fizz maintains 32.1% share, contributing ₹2.06 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2022-01..2022-06"", ""ytd_sales_cr"": 6.412, ""yoy"": 0.064, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3213, ""ytd_cr"": 2.060065842}, {""brand"": ""Splash"", ""share"": 0.2741, ""ytd_cr"": 1.757419526}, {""brand"": ""Hydra"", ""share"": 0.2275, ""ytd_cr"": 1.458679154}, {""brand"": ""Quench"", ""share"": 0.1772, ""ytd_cr"": 1.1359533}]}",,"• The beverages market in India reached ₹6.41 Cr growing 6.4% YoY Jan–Jun 2022 (YTD).
• Fizz holds 32.1% share, contributing ₹2.06 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2022-01..2022-06"", ""ytd_sales_cr"": 6.412, ""yoy"": 0.064, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3213, ""ytd_cr"": 2.060065842}, {""brand"": ""Splash"", ""share"": 0.2741, ""ytd_cr"": 1.757419526}, {""brand"": ""Hydra"", ""share"": 0.2275, ""ytd_cr"": 1.458679154}, {""brand"": ""Quench"", ""share"": 0.1772, ""ytd_cr"": 1.1359533}]}",,"• In India beverages nudged higher 6.4% to ₹6.41 Cr Jan–Jun 2022 (YTD).
• Fizz maintains 32.1% share, contributing ₹2.06 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-05..2024-04"", ""mat_sales_cr"": 12.518, ""yoy"": 0.0425, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3245, ""mat_cr"": 4.062619129}, {""brand"": ""Splash"", ""share"": 0.2753, ""mat_cr"": 3.446666635}, {""brand"": ""Hydra"", ""share"": 0.2224, ""mat_cr"": 2.784425227}, {""brand"": ""Quench"", ""share"": 0.1777, ""mat_cr"": 2.224577621}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0629}, {""brand"": ""Splash"", ""yoy"": 0.0468}, {""brand"": ""Fizz"", ""yoy"": 0.0375}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0286}, {""brand"": ""Fizz"", ""yoy"": 0.0375}, {""brand"": ""Splash"", ""yoy"": 0.0468}], ""lead_share_pp_delta"": -0.0015}",,"• The beverages market in India up 4.2% YoY May 2023–Apr 2024.
• Fizz holds 32.5% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-05..2024-04"", ""mat_sales_cr"": 12.518, ""yoy"": 0.0425, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3245, ""mat_cr"": 4.062619129}, {""brand"": ""Splash"", ""share"": 0.2753, ""mat_cr"": 3.446666635}, {""brand"": ""Hydra"", ""share"": 0.2224, ""mat_cr"": 2.784425227}, {""brand"": ""Quench"", ""share"": 0.1777, ""mat_cr"": 2.224577621}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0629}, {""brand"": ""Splash"", ""yoy"": 0.0468}, {""brand"": ""Fizz"", ""yoy"": 0.0375}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0286}, {""brand"": ""Fizz"", ""yoy"": 0.0375}, {""brand"": ""Splash"", ""yoy"": 0.0468}], ""lead_share_pp_delta"": -0.0015}",,"• In India beverages nudged higher 4.2% May 2023–Apr 2024.
• Fizz maintains 32.5% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-05..2024-04"", ""mat_sales_cr"": 12.518, ""yoy"": 0.0425, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3245, ""mat_cr"": 4.062619129}, {""brand"": ""Splash"", ""share"": 0.2753, ""mat_cr"": 3.446666635}, {""brand"": ""Hydra"", ""share"": 0.2224, ""mat_cr"": 2.784425227}, {""brand"": ""Quench"", ""share"": 0.1777, ""mat_cr"": 2.224577621}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0629}, {""brand"": ""Splash"", ""yoy"": 0.0468}, {""brand"": ""Fizz"", ""yoy"": 0.0375}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0286}, {""brand"": ""Fizz"", ""yoy"": 0.0375}, {""brand"": ""Splash"", ""yoy"": 0.0468}], ""lead_share_pp_delta"": -0.0015}",,"• Across India, beverages inched up 4.2% May 2023–Apr 2024.
• Fizz holds 32.5% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.489, ""mat_cr_b"": 1.059, ""share_a"": 0.2639, ""share_b"": 0.1877, ""yoy_a"": 0.0148, ""yoy_b"": 0.0188}",,"• The biscuits market in India, Beta leads over Delta: share 26.4% vs 18.8%; YoY 1.5% vs 1.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.489, ""mat_cr_b"": 1.059, ""share_a"": 0.2639, ""share_b"": 0.1877, ""yoy_a"": 0.0148, ""yoy_b"": 0.0188}",,"• In India biscuits, Beta leads over Delta: share 26.4% vs 18.8%; YoY 1.5% vs 1.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.489, ""mat_cr_b"": 1.059, ""share_a"": 0.2639, ""share_b"": 0.1877, ""yoy_a"": 0.0148, ""yoy_b"": 0.0188}",,"• Across India, biscuits, Beta leads over Delta: share 26.4% vs 18.8%; YoY 1.5% vs 1.9%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-10..2023-09"", ""mat_sales_cr"": 5.426, ""yoy"": 0.037, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3101, ""mat_cr"": 1.682621321}, {""brand"": ""Beta"", ""share"": 0.2607, ""mat_cr"": 1.4146191380000002}, {""brand"": ""Gamma"", ""share"": 0.242, ""mat_cr"": 1.312976206}, {""brand"": ""Delta"", ""share"": 0.1872, ""mat_cr"": 1.016002111}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.056}, {""brand"": ""Alpha"", ""yoy"": 0.04}, {""brand"": ""Delta"", ""yoy"": 0.0344}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0184}, {""brand"": ""Delta"", ""yoy"": 0.0344}, {""brand"": ""Alpha"", ""yoy"": 0.04}], ""lead_share_pp_delta"": 0.0009}",,"• The biscuits market in India growing 3.7% YoY Oct 2022–Sep 2023.
• Alpha maintains 31.0% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-10..2023-09"", ""mat_sales_cr"": 5.426, ""yoy"": 0.037, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3101, ""mat_cr"": 1.682621321}, {""brand"": ""Beta"", ""share"": 0.2607, ""mat_cr"": 1.4146191380000002}, {""brand"": ""Gamma"", ""share"": 0.242, ""mat_cr"": 1.312976206}, {""brand"": ""Delta"", ""share"": 0.1872, ""mat_cr"": 1.016002111}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.056}, {""brand"": ""Alpha"", ""yoy"": 0.04}, {""brand"": ""Delta"", ""yoy"": 0.0344}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0184}, {""brand"": ""Delta"", ""yoy"": 0.0344}, {""brand"": ""Alpha"", ""yoy"": 0.04}], ""lead_share_pp_delta"": 0.0009}",,"• In India biscuits nudged higher 3.7% Oct 2022–Sep 2023.
• Alpha maintains 31.0% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-10..2023-09"", ""mat_sales_cr"": 5.426, ""yoy"": 0.037, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3101, ""mat_cr"": 1.682621321}, {""brand"": ""Beta"", ""share"": 0.2607, ""mat_cr"": 1.4146191380000002}, {""brand"": ""Gamma"", ""share"": 0.242, ""mat_cr"": 1.312976206}, {""brand"": ""Delta"", ""share"": 0.1872, ""mat_cr"": 1.016002111}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.056}, {""brand"": ""Alpha"", ""yoy"": 0.04}, {""brand"": ""Delta"", ""yoy"": 0.0344}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0184}, {""brand"": ""Delta"", ""yoy"": 0.0344}, {""brand"": ""Alpha"", ""yoy"": 0.04}], ""lead_share_pp_delta"": 0.0009}",,"• Across India, biscuits up by 3.7% YoY Oct 2022–Sep 2023.
• Alpha holds 31.0% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2024-01..2024-12"", ""mat_sales_cr"": 5.511, ""yoy"": 0.0103, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3128, ""mat_cr"": 1.7238920309999999}, {""brand"": ""Beta"", ""share"": 0.2663, ""mat_cr"": 1.4675125900000001}, {""brand"": ""Gamma"", ""share"": 0.2322, ""mat_cr"": 1.279775351}, {""brand"": ""Delta"", ""share"": 0.1886, ""mat_cr"": 1.039447307}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0362}, {""brand"": ""Alpha"", ""yoy"": 0.0166}, {""brand"": ""Delta"", ""yoy"": 0.0164}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.0304}, {""brand"": ""Delta"", ""yoy"": 0.0164}, {""brand"": ""Alpha"", ""yoy"": 0.0166}], ""lead_share_pp_delta"": 0.0019}",,"• The biscuits market in India up 1.0% YoY Jan–Dec 2024.
• Alpha maintains 31.3% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2024-01..2024-12"", ""mat_sales_cr"": 5.511, ""yoy"": 0.0103, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3128, ""mat_cr"": 1.7238920309999999}, {""brand"": ""Beta"", ""share"": 0.2663, ""mat_cr"": 1.4675125900000001}, {""brand"": ""Gamma"", ""share"": 0.2322, ""mat_cr"": 1.279775351}, {""brand"": ""Delta"", ""share"": 0.1886, ""mat_cr"": 1.039447307}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0362}, {""brand"": ""Alpha"", ""yoy"": 0.0166}, {""brand"": ""Delta"", ""yoy"": 0.0164}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.0304}, {""brand"": ""Delta"", ""yoy"": 0.0164}, {""brand"": ""Alpha"", ""yoy"": 0.0166}], ""lead_share_pp_delta"": 0.0019}",,"• In India biscuits up by 1.0% YoY Jan–Dec 2024.
• Alpha holds 31.3% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2024-01..2024-12"", ""mat_sales_cr"": 5.511, ""yoy"": 0.0103, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3128, ""mat_cr"": 1.7238920309999999}, {""brand"": ""Beta"", ""share"": 0.2663, ""mat_cr"": 1.4675125900000001}, {""brand"": ""Gamma"", ""share"": 0.2322, ""mat_cr"": 1.279775351}, {""brand"": ""Delta"", ""share"": 0.1886, ""mat_cr"": 1.039447307}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0362}, {""brand"": ""Alpha"", ""yoy"": 0.0166}, {""brand"": ""Delta"", ""yoy"": 0.0164}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.0304}, {""brand"": ""Delta"", ""yoy"": 0.0164}, {""brand"": ""Alpha"", ""yoy"": 0.0166}], ""lead_share_pp_delta"": 0.0019}",,"• Across India, biscuits was unchanged 1.0% Jan–Dec 2024.
• Alpha holds 31.3% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2025-01..2025-09"", ""ytd_sales_cr"": 10.04, ""yoy"": 0.0544, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3314, ""ytd_cr"": 3.327131334}, {""brand"": ""Splash"", ""share"": 0.2681, ""ytd_cr"": 2.691529585}, {""brand"": ""Hydra"", ""share"": 0.2245, ""ytd_cr"": 2.254058071}, {""brand"": ""Quench"", ""share"": 0.1761, ""ytd_cr"": 1.767621205}]}",,"• The beverages market in India totaled ₹10.04 Cr up by 5.4% YoY Jan–Sep 2025 (YTD).
• Fizz maintains 33.1% share, contributing ₹3.33 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2025-01..2025-09"", ""ytd_sales_cr"": 10.04, ""yoy"": 0.0544, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3314, ""ytd_cr"": 3.327131334}, {""brand"": ""Splash"", ""share"": 0.2681, ""ytd_cr"": 2.691529585}, {""brand"": ""Hydra"", ""share"": 0.2245, ""ytd_cr"": 2.254058071}, {""brand"": ""Quench"", ""share"": 0.1761, ""ytd_cr"": 1.767621205}]}",,"• In India beverages totaled ₹10.04 Cr up 5.4% YoY Jan–Sep 2025 (YTD).
• Fizz holds 33.1% share, contributing ₹3.33 Cr."
